code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
9077,Underworld Market,"Permanent. Exceptional. You get +10 deck size. [reaction] Before drawing your opening hand, choose 10 [[Illicit]] cards from your deck: Shuffle them together and place them next to Underworld Market, as your market deck. [reaction] At the start of your turn: Reveal the top 2 cards of your market deck. You may spend 1 resource to draw 1 of them. Place the rest on the bottom, in any order.",asset,Connection|Illicit,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09077.jpg,2,rogue
9078,Clean Sneak,"Fast. Play only during your turn. For each exhausted non-swarm enemy at your location, choose a different option: - Gain 2 resources. - Deal 2 damage to that enemy. - Discover 1 clue at your location. - Draw 1 card.",event,Gambit|Trick,tskp,Lin Hsiang,https://arkhamdb.com/bundles/cards/09078.jpg,4,rogue
9079,Living Ink,"Customizable. When you purchase Living Ink, choose a skill and circle it on its upgrade sheet. Uses (3 charges). Remove 1 charge from Living Ink at the start of each of your turns. If Living Ink has no charges, discard it. You get +1 to the chosen skill(s).",asset,Ritual,tskp,Kelley R. Harris,https://arkhamdb.com/bundles/cards/09079.jpg,0,mystic
9080,Summoned Servitor,"Customizable. As an additional cost to play Summoned Servitor, you must discard another asset you control. Summoned Servitor enters play at your location. It can take 1 action during each of your turns, which can only be used to take the following action: - Move Summoned Servitor to a connecting revealed location.",asset,Summon,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09080.png,0,mystic
9081,Power Word,"Customizable. Fast. Play only during your turn. Attach to a non-[[Elite]] enemy at your location. [action] If attached enemy is at your location: Parley. Give it a command (limit once per round per command) - - ""Go."" This enemy moves once in a direction of your choice. - ""Cower."" This enemy exhausts.",event,Spell,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09081.png,0,mystic
9082,Ceremonial Sickle,"[action]: Fight. Either use your [willpower] or get +1 [combat] for this attack. When you initiate this ability, choose one - - Exhaust Ceremonial Sickle and place 1 doom on it to get +1 skill value and deal +1 damage for this attack. - If this attack defeats an enemy, remove 1 doom from Ceremonial Sickle.",asset,Item|Charm|Weapon|Melee,tskp,Steve Hamilton,https://arkhamdb.com/bundles/cards/09082.png,0,mystic
9083,Dowsing Rod,"[action]: Investigate. Either use your [willpower] or get +1 [intellect] for this investigation. When you initiate this ability, choose one - - Exhaust Dowsing Rod and place 1 doom on it to move to a connecting location. - If this investigation discovers the last clue at a location, remove 1 doom from Dowsing Rod.",asset,Item|Charm,tskp,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/09083.png,0,mystic
9084,Hallowed Chalice,"[action]: Choose an investigator at your location and either (choose one) - - Exhaust Hallowed Chalice and place 1 doom on it to heal 2 damage or 2 horror from that investigator. - Heal 1 damage or 1 horror from that investigator. If you heal the last damage or horror from that investigator, remove 1 doom from Hallowed Chalice.",asset,Item|Charm,tskp,Steve Hamilton,https://arkhamdb.com/bundles/cards/09084.jpg,0,mystic
9085,Onyx Pentacle,"[action]: Evade. Either use your [willpower] or get +1 [agility] for this evasion attempt. When you initiate this ability, choose one - - Exhaust Onyx Pentacle and place 1 doom on it to target any enemy at your location or a connecting location, and get +1 skill value for this evasion attempt. - If you succeed by 2 or more, remove 1 doom from Onyx Pentacle.",asset,Item|Charm,tskp,Drazenka Kimpel,https://arkhamdb.com/bundles/cards/09085.jpg,0,mystic
9086,Eldritch Initiation,"For each arcane slot you have, draw 1 card (max 5). For each filled arcane slot you have, choose and discard 1 card from your hand.",event,Ritual,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09086.jpg,0,mystic
9087,Explosive Ward,"Before you play Explosive Ward, you may discard any number of cards from your arcane slots. Deal X damage to a non-[[Elite]] enemy engaged with you. X cannot be greater than the number of empty arcane slots you have. This action does not provoke attacks of opportunity.",event,Spell,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09087.jpg,0,mystic
9088,String of Curses,"Parley. Choose a non-[[Elite]] enemy at your location and either (choose one): - Automatically evade that enemy and place 1 doom on it. It cannot take damage for the remainder of the round. Discover 1 clue at your location. - If that enemy has 1 or more doom on it, defeat it. Gain 1 resource for each doom that was on it.",event,Spell,tskp,Brian Valenzuela,https://arkhamdb.com/bundles/cards/09088.jpg,0,mystic
9089,Binder's Jar,"You get +1 arcane slot for each enemy beneath Binder's Jar. [reaction] After a non-[[Elite]] enemy is defeated at your location: Place that enemy facedown beneath Binder's Jar (limit 2 enemies beneath it). [reaction] When an enemy attacks you, discard an enemy beneath Binder's Jar that shares a [[Trait]] with the attacking enemy: Cancel that attack.",asset,Item|Relic,tskp,Steve Hamilton,https://arkhamdb.com/bundles/cards/09089.jpg,1,mystic
9090,Ghastly Possession,"After you commit Ghastly Possession to a skill test on an asset, choose one: - Place 1 doom on that asset. Ghastly Possession gains [wild][wild]. - If this test is successful, either remove 1 doom from this asset, or replenish half of its uses (rounded down).",skill,Innate|Spell,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09090.jpg,1,mystic
9091,Astral Mirror,"For each of your arcane slots that are empty, you have one additional hand slot. You may take an additional action during your turn, which can only be used to play an asset into one of your hand slots.",asset,Ritual,tskp,Borja Pindado,https://arkhamdb.com/bundles/cards/09091.jpg,2,mystic
9092,Elle Rubash,"You get +1 skill value while resolving a skill test on an attached asset. 1 doom on each attached asset does not count towards the agenda's doom threshold. [fast] Exhaust Elle Rubash: Choose an asset in your play area with 1 or more doom on it. Attach it to Elle Rubash, or switch it with an attached asset. (Limit 2 attached assets).",asset,Ally|Witch,tskp,Andreas Zafiratos,https://arkhamdb.com/bundles/cards/09092.png,2,mystic
9093,Moonlight Ritual,Fast. Play only during your turn. Remove all doom from a non-[[Elite]] card at your location.,event,Spell|Insight,tskp,Andreia Ugrai,https://arkhamdb.com/bundles/cards/09093.jpg,2,mystic
9094,Sin-Eater,"Permanent. Exceptional. [fast] Exhaust Sin-Eater: Move 1 doom from an asset you control to Sin-Eater. Then, either ready that asset or place 1 charge on it. [action]: Remove all doom from Sin-Eater.",asset,Ritual,tskp,Brian Valenzuela,https://arkhamdb.com/bundles/cards/09094.png,3,mystic
9095,Uncage the Soul,"You may discard a [[Spell]] or [[Ritual]] asset you control. Play a [[Spell]] or [[Ritual]] card from your hand or discard pile, reducing its resource cost by 3.",event,Spirit,tskp,Antonio José Manzanedo,https://arkhamdb.com/bundles/cards/09095.jpg,3,mystic
9096,Ceremonial Sickle,"[action]: Fight. Either use your [willpower] or get +1 [combat] for this attack. When you initiate this ability, choose one - - Exhaust Ceremonial Sickle and place 1 doom on it to get +3 skill value and deal +1 damage for this attack. - If this attack defeats an enemy, ready Ceremonial Sickle and remove all doom from it.",asset,Item|Charm|Weapon|Melee,tskp,Steve Hamilton,https://arkhamdb.com/bundles/cards/09096.jpg,4,mystic
9097,Dowsing Rod,"[action]: Investigate. Either use your [willpower] or get +1 [intellect] for this investigation. When you initiate this ability, choose one - - Exhaust Dowsing Rod and place 1 doom on it to move to a connecting location and get +2 skill value for this investigation. - If this investigation discovers the last clue at a location, ready Dowsing Rod and remove all doom from it.",asset,Item|Charm,tskp,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/09097.jpg,4,mystic
9098,Onyx Pentacle,"[action]: Evade. Either use your [willpower] or get +1 [agility] for this evasion attempt. When you initiate this ability, choose one - - Exhaust Onyx Pentacle and place 1 doom on it to target any enemy at your location or a connecting location, and get +3 skill value for this evasion attempt. - If you succeed by 2 or more, ready Onyx Pentacle and remove all doom from it.",asset,Item|Charm,tskp,Drazenka Kimpel,https://arkhamdb.com/bundles/cards/09098.jpg,4,mystic
9099,Pocket Multi Tool,"Customizable. Limit 1 per investigator. [fast] During a skill test you are performing, exhaust Pocket Multi Tool: You get +1 skill value for this test.",asset,Item|Tool,tskp,JB Casacop,https://arkhamdb.com/bundles/cards/09099.png,0,survivor
9100,Makeshift Trap,"Customizable. Uses (2 time). If Makeshift Trap has no time, discard it. Attach to your location. Each non-[[Elite]] enemy at attached location get -1 fight and -1 evade. Forced - At the end of the round: Remove 1 time from Makeshift Trap.",event,Improvised|Trap,tskp,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/09100.jpg,0,survivor
9101,Grizzled,"Customizable. When you purchase Grizzled, choose and record two [[Traits]] on its upgrade sheet. If this is a skill test on or against an encounter card (including fighting, evading, or parleying) , Grizzled gains [wild][wild] for each of the chosen traits that encounter card possesses.",skill,Innate|Developed,tskp,David Hovey,https://arkhamdb.com/bundles/cards/09101.jpg,0,survivor
9102,Idol of Xanatos,"[reaction] When you are dealt damage and/or horror, exhaust Idol of Xanatos and discard up to 3 cards from your hand: Cancel that much damage/horror.",asset,Item|Relic,tskp,Steve Hamilton,https://arkhamdb.com/bundles/cards/09102.jpg,0,survivor
9103,Improvised Shield,Improvised Shield can only be played from your discard pile. Forced - When Improvised Shield is defeated: Shuffle it into your deck instead of discarding it.,asset,Item|Armor|Improvised,tskp,Sam Perin,https://arkhamdb.com/bundles/cards/09103.png,0,survivor
9104,End of the Road,"Fast. Play during your turn only if the final agenda is in play. Draw 1 card, gain 1 resource, and gain 1 additional action. Remove End of the Road from the game.",event,Insight|Spirit,tskp,Roman Semenenko,https://arkhamdb.com/bundles/cards/09104.jpg,0,survivor
9105,Exploit Weakness,"Fast. Play before revealing a chaos token during an attack or evasion attempt you are performing, and only if the difficulty of this test is currently 0. This test automatically succeeds. Instead of this test's normal effects, discard the attacked or evaded enemy (if it is [[Elite]], automatically evade it and deal it 3 damage instead).",event,Tactic|Trick,tskp,Lin Hsiang,https://arkhamdb.com/bundles/cards/09105.jpg,0,survivor
9106,Making Preparations,"Max 2 [[Dilemma]] per round. Revelation - Choose two skills ([willpower], [intellect], [combat], or [agility]). Until the end of the investigation phase, each investigator gets +1 to each of the chosen skills, and -1 to each other skill.",event,Dilemma|Tactic,tskp,Lin Hsiang,https://arkhamdb.com/bundles/cards/09106.jpg,0,survivor
9107,Predator or Prey,"Max 2 [[Dilemma]] per round. Revelation - If there are no enemies in play, draw 1 card. Otherwise, you must decide (choose one): - Each unengaged non-[[Elite]] enemy moves once toward the nearest investigator. - Each investigator disengages from each enemy engaged with them and moves once away from the nearest enemy.",event,Dilemma|Tactic,tskp,David Hovey,https://arkhamdb.com/bundles/cards/09107.png,0,survivor
9108,Shed a Light,"Fast. Play before revealing a chaos token during an investigation you are performing, and only if the difficulty of this test is currently 0. This test automatically succeeds. You discover 1 additional clue at this location and 1 additional clue at any location.",event,Insight|Trick,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09108.jpg,0,survivor
9109,At a Crossroads,"Max 2 [[Dilemma]] per round. Revelation - Choose an investigator and decide (choose one): - The chosen investigator must immediately take an action as if it were their turn, then discards 1 card at random from their hand. - The chosen investigator loses 1 action during their next turn, then draws 3 cards.",event,Dilemma|Insight,tskp,Aleksander Karcz,https://arkhamdb.com/bundles/cards/09109.jpg,1,survivor
9110,Lifeline,Max 1 per turn. Fast. Play when an investigator's turn would end. That investigator may take X additional actions during their turn. X is the number of skill tests they failed during their turn. Exile Lifeline.,event,Fortune,tskp,Robert Laskey,https://arkhamdb.com/bundles/cards/09110.jpg,1,survivor
9111,Nature of the Beast,"Max 2 [[Dilemma]] per round. Revelation - Reveal the top 3 cards of the encounter deck. Choose an investigator to draw 1 of the revealed cards and discard the rest. Then, choose an investigator to discover 1 clue at any revealed location.",event,Dilemma|Insight,tskp,David Hovey,https://arkhamdb.com/bundles/cards/09111.jpg,1,survivor
9112,Gumption,"Max 1 committed per skill test. You may commit Gumption to any type of skill test. While Gumption is committed to a skill test, that test gets -2 difficulty.",skill,Innate,tskp,Andreia Ugrai,https://arkhamdb.com/bundles/cards/09112.jpg,1,survivor
9113,Baseball Bat,"[action]: Fight. You get +2 [combat] for this attack. This attack deals +1 damage. If a [skull] or [auto_fail] symbol is revealed during this attack, either (choose one): - Return Baseball Bat to your hand after this attack. - This attack deals an additional +1 damage. Discard Baseball Bat after this attack.",asset,Item|Weapon|Melee,tskp,Robert Laskey,https://arkhamdb.com/bundles/cards/09113.jpg,2,survivor
9114,Katja Eastbank,"[reaction] When you draw a non-weakness card from the top of your deck, before resolving any of its effects, exhaust Katja Eastbank: Place that card facedown beneath her (limit 5 cards beneath her). Draw a new card to replace it. [action]: Draw any card beneath Katja Eastbank.",asset,Ally|Scholar,tskp,Aleksander Karcz,https://arkhamdb.com/bundles/cards/09114.jpg,2,survivor
9115,Heed the Dream,Max 2 [[Dilemma]] per round. Revelation - Reveal the top card from each investigator's deck and place them in a pile. Repeat this two more times. Choose one of the three piles. Each investigator draws each of their cards from that pile. Shuffle each weakness in each other pile into its owner's deck. Remove each other revealed card from the game.,event,Augury|Dilemma,tskp,Quintin Gleim,https://arkhamdb.com/bundles/cards/09115.png,2,survivor
9116,Salvage,Choose an [[Item]] asset in your discard pile. Either (choose one): - Remove that asset from the game and gain resources equal to its cost. - Play that asset (paying its cost) .,event,Insight,tskp,Robert Laskey,https://arkhamdb.com/bundles/cards/09116.png,2,survivor
9117,Old Keyring,"Uses (3 keys). If there are no keys on Old Keyring, discard it. [action]: Investigate. Your location gets -2 shroud for this investigation. If you succeed, remove 1 key from Old Keyring, and if this test's difficulty is 0, you discover 1 additional clue.",asset,Item|Tool,tskp,Robert Laskey,https://arkhamdb.com/bundles/cards/09117.jpg,3,survivor
9118,Fickle Fortune,Max 2 [[Dilemma]] per round. Revelation - You must decide (choose one): - Place 1 doom on the current agenda. Each investigator heals 3 damage and 3 horror. - Remove 1 doom from the current agenda. Each investigator takes 1 direct damage and 1 direct horror. Remove Fickle Fortune from the game.,event,Dilemma|Fortune,tskp,Billy Norrby,https://arkhamdb.com/bundles/cards/09118.jpg,3,survivor
9119,Hyperphysical Shotcaster,"Customizable. Uses (4 aether). If Hyperphysical Shotcaster has no aether, discard it. [action] Spend 1 aether: Resolve the Manifest ability of the Hyperphysical Shotcaster's current form. [fast] Exhaust Hyperphysical Shotcaster: Change its form (to one you have unlocked on its upgrade sheet).",asset,Item|Relic|Weapon|Firearm,tskp,JB Casacop,https://arkhamdb.com/bundles/cards/09119.jpg,0,neutral
9120,Tool Belt,"Each attached asset takes up no slots and its text box is treated as if it were blank (except for [[Traits]]). [fast] Exhaust Tool Belt: Choose one - attach a [[Tool]] asset in your play area to Tool Belt, switch a [[Tool]] asset in your play area with an attached asset, or detach an attached asset.",asset,Item|Clothing,tskp,Carlos Palma Cruchaga,https://arkhamdb.com/bundles/cards/09120.jpg,0,neutral
9121,Refine,"As an additional cost to play Refine, spend an action. Immediately mark a checkbox on an upgrade sheet for a customizable card you own, even if it is not in play. Max once per game for each investigator.",event,Supply|Double,tskp,Drazenka Kimpel,https://arkhamdb.com/bundles/cards/09121.jpg,0,neutral
9122,Flashlight,"Uses (4 supplies). [reaction] When you perform a skill test while investigating or attempting to evade, spend 1 supply: This test gets -2 difficulty. Card design by the Council-in-Exile at Arkham Nights 2020.",asset,Item|Tool,tskp,Kip Ayers,https://arkhamdb.com/bundles/cards/09122.jpg,3,neutral
9123,Soul Sanctification,"Permanent. Exceptional. For every point of damage and/or horror you heal in excess of an investigator's current damage/horror, place 1 resource on Soul Sanctification, as an offering. This still counts as healing. [fast] Spend 1 offering: You get +2 skill value for this test. (Limit twice per test.)",asset,Ritual,tskp,Brian Valenzuela,https://arkhamdb.com/bundles/cards/09123.jpg,3,neutral
9124,Lurker in the Dark,"[guardian] investigator only. Hunter. Spawn - Any connecting location. Lurker in the Dark can only be attacked or damaged using [[Weapon]] assets or [[Tactic]] events, and takes 1 fewer damage from each source.",enemy,Monster|Shoggoth,tskp,Brynn Metheney,https://arkhamdb.com/bundles/cards/09124.jpg,0,neutral
9125,Quantum Paradox,"[seeker] investigator only. As an additional cost to play Quantum Paradox, you must choose and discard 4 other cards from your hand. Forced - If Quantum Paradox is in your hand at the end of your turn: Reveal it and take 1 horror.",event,Paradox,tskp,Bryce Cook,https://arkhamdb.com/bundles/cards/09125.jpg,0,neutral
9126,Pay Your Due,"[rogue] investigator only. As an additional cost to play Pay Your Due, you may spend any number of additional actions. Reduce its cost by 5 for each additional action spent. Forced - If Pay Your Due is in your hand at the end of your turn: Reveal it and take 1 damage.",event,Pact,tskp,John Moriarty,https://arkhamdb.com/bundles/cards/09126.jpg,0,neutral
9127,Ectoplasmic Horror,"[mystic] investigator only. Hunter. The first time you reveal a chaos token while attacking or attempting to evade Ectoplasmic Horror, reveal an additional token for each empty arcane slot you have.",enemy,Monster|Geist,tskp,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/09127.jpg,0,neutral
9128,Underprepared,"[survivor] investigator only. Play only if Underprepared is the only card in your hand and you have exactly 1 resource in your resource pool. While Underprepared is in your hand, each card you commit to skill tests is considered to have 1 fewer matching skill icon.",event,Blunder,tskp,Anders Finer,https://arkhamdb.com/bundles/cards/09128.jpg,0,neutral
5186,.45 Thompson,"Uses (5 ammo). Ammo spent from .45 Thompson is placed in your resource pool, as resources. [action] Spend 1 ammo: Fight. You get +2 [combat] and deal +1 damage for this attack.",asset,Item|Weapon|Firearm|Illicit,fgg,Robert Laskey,https://arkhamdb.com/bundles/cards/05186.jpg,3,guardian
5187,.45 Thompson,"Uses (5 ammo). [action] Spend 1 ammo: Fight. You get +2 [combat] and deal +1 damage for this attack. If you succeed by at least X, you may spend 1 ammo to deal this attack's damage to another enemy at your location, where X is that enemy's fight value.",asset,Item|Weapon|Firearm|Illicit,fgg,Robert Laskey,https://arkhamdb.com/bundles/cards/05187.jpg,3,rogue
5188,Scroll of Secrets,"Uses (3 secrets). [action] Exhaust Scroll of Secrets and spend 1 secret: Look at the bottom 3 cards of any investigator's deck or the encounter deck. You may discard 1 of those cards. You may add 1 of those cards to its owner's hand. Place the rest of those cards on either the top or bottom of their deck, in any order.",asset,Item|Tome,fgg,Matthew Cowdery,https://arkhamdb.com/bundles/cards/05188.jpg,3,seeker
5189,Scroll of Secrets,"Uses (4 secrets). [action] Exhaust Scroll of Secrets and spend 1 secret: Look at the top or bottom card of any investigator's deck or the encounter deck. Then, either discard that card, add it to its owner's hand, place it on the bottom of its deck, or place it on top of its deck.",asset,Item|Tome,fgg,Matthew Cowdery,https://arkhamdb.com/bundles/cards/05189.jpg,3,mystic
5190,Tennessee Sour Mash,Fast. Uses (2 supplies). [fast] Exhaust Tennessee Sour Mash and spend 1 supply: You get +3 [willpower] for a skill test on a treachery card. [action] Discard Tennessee Sour Mash: Fight. You get +3 [combat] and deal +1 damage for this attack.,asset,Item|Illicit,fgg,Greg Bobrowski,https://arkhamdb.com/bundles/cards/05190.jpg,3,rogue
5191,Tennessee Sour Mash,"Uses (3 supplies). [fast] Exhaust Tennessee Sour Mash and spend 1 supply: You get +2 [willpower] for a skill test on a treachery card. [action] Discard Tennessee Sour Mash: Fight. You get +3 [combat] for this attack. If this attack succeeds against a non-[[Elite]] enemy, automatically evade it.",asset,Item|Illicit,fgg,Greg Bobrowski,https://arkhamdb.com/bundles/cards/05191.jpg,3,survivor
5192,Enchanted Blade,"Uses (3 charges). [action]: Fight. You get +2 [combat] for this attack. If you succeed, you may spend 1 charge to empower the blade, dealing +1 damage for this attack. If the blade is empowered and this attack defeats an enemy, draw 1 card and heal 1 horror.",asset,Item|Relic|Weapon|Melee,fgg,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/05192.jpg,3,guardian
5193,Enchanted Blade,"Uses (4 charges). [action]: Fight. You get +2 [combat] for this attack. As an additional cost to use this ability, you may spend up to 2 charges to empower the blade (for each charge spent in this way, you get +1 [combat] and deal +1 damage for this attack).",asset,Item|Relic|Weapon|Melee,fgg,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/05193.jpg,3,mystic
5194,Grisly Totem,"[reaction] After you commit a card to a skill test, exhaust Grisly Totem: That card gains another instance of one of its skill icons of your choice. If that skill test is successful, the performing investigator draws 1 card.",asset,Item|Charm|Cursed,fgg,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/05194.jpg,3,seeker
5195,Grisly Totem,"[reaction] After you commit a card to a skill test, exhaust Grisly Totem: That card gains another instance of one of its skill icons of your choice. If that skill test fails, return that card to your hand.",asset,Item|Charm|Blessed,fgg,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/05195.jpg,3,survivor
5196,The Council's Coffer,"Uses (1 [per_investigator] locks). If there are no locks on The Council's Coffer, each investigator searches his or her deck or discard pile for any card and immediately plays it at no cost. Exile The Council's Coffer. (Max once per campaign.) [action] [action]: Test any skill (5). If you succeed, remove 1 lock. Any investigator at your location may activate this ability. Card design by The Council at Arkham Nights 2017.",asset,Item|Relic,fgg,Mauro Dal Bo,https://arkhamdb.com/bundles/cards/05196.jpg,2,neutral
05197,For the Greater Good,"Easy / Standard [skull]: -X. X is the highest number of doom on a [[Cultist]] enemy in play. [cultist]: -2. Reveal another token. [tablet]: -3. If you fail, place 1 doom on the nearest [[Cultist]] enemy. [elder_thing]: -3. If you fail, move 1 doom from the nearest [[Cultist]] enemy to the current agenda.",scenario,No traits,fgg,Unknown,https://arkhamdb.com/bundles/cards/05197.jpg,0,mythos
05198,THE HIEROPHANT · V,Forced - When you defeat a [[Silver Twilight]] enemy: You leave behind some evidence of the scuffle. Move 1 doom from each enemy at that location to the current agenda.,agenda,No traits,fgg,Lenka Šimečková,https://arkhamdb.com/bundles/cards/05198.jpg,0,mythos
05199,Ends and Means,Each [[Silver Twilight]] enemy in a [[Sanctum]] location loses aloof. Forced - When you defeat a [[Silver Twilight]] enemy: You leave behind some evidence of the scuffle. Move 1 doom from each enemy at that location to the current agenda.,agenda,No traits,fgg,Lenka Šimečková,https://arkhamdb.com/bundles/cards/05199.jpg,0,mythos
05201,Infiltrating the Lodge,[reaction] After you evade an enemy: Remove all doom from it.,act,No traits,fgg,A.M. Sartor,https://arkhamdb.com/bundles/cards/05201.jpg,0,mythos
05202,Obtaining the Device,"Objective - If Nathan Wick is added to the victory display by any means, choose an investigator to take control of the attached Puzzle Box, and advance.",act,No traits,fgg,A.M. Sartor,https://arkhamdb.com/bundles/cards/05202.jpg,0,mythos
05203,The Four Keys,"Objective - If investigators at the same location control the Puzzle Box, the [skull] key, the [cultist] key, the [tablet] key, and the [elder_thing] key, advance.",act,No traits,fgg,A.M. Sartor,https://arkhamdb.com/bundles/cards/05203.jpg,0,mythos
05204,Lodge Gates,"Enemies cannot spawn at the Lodge Gates. [action]: Resign. On second thought, maybe coming here was a bad idea.",location,Lodge,fgg,Yoann Boissonnet,https://arkhamdb.com/bundles/cards/05204.jpg,0,mythos
05205,Lodge Gates,"Enemies cannot spawn at the Lodge Gates. [action]: Resign. On second thought, maybe coming here was a bad idea.",location,Lodge,fgg,Yoann Boissonnet,https://arkhamdb.com/bundles/cards/05205.jpg,0,mythos
05207,Lobby,Forced - After the Lobby is revealed: Place 1 random set-aside key on it.,location,Lodge,fgg,Robert Laskey,https://arkhamdb.com/bundles/cards/05207.jpg,0,mythos
05208,Lodge Cellar,Forced - After the Lodge Cellar is revealed: Place 1 random set-aside key on it.,location,Lodge,fgg,Jose Vega,https://arkhamdb.com/bundles/cards/05208.jpg,0,mythos
05210,Lounge,Forced - After the Lounge is revealed: Put the set-aside Vault and Library locations into play. Put the set-aside August Lindquist asset into play in the Lounge. Place 1 random set-aside key on him.,location,Lodge,fgg,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05210.jpg,0,mythos
05211,Vault,Forced - After the Vault is revealed: Place 1 random set-aside key on it.,location,Lodge,fgg,Jose Vega,https://arkhamdb.com/bundles/cards/05211.jpg,0,mythos
05212,Library,"While you are investigating the Library, if you control the [tablet] key, the Library gets -3 shroud.",location,Lodge,fgg,John Pacer,https://arkhamdb.com/bundles/cards/05212.jpg,0,mythos
05213,Lodge Catacombs,Forced - When Lodge Catacombs is revealed: Put the set-aside Inner Sanctum and each of the set-aside Sanctum Doorway locations into play.,location,Lodge|Sanctum,fgg,Greg Bobrowski,https://arkhamdb.com/bundles/cards/05213.jpg,0,mythos
05214,Ceremony Room,Forced - When the round ends: Each investigator and each [[Ally]] asset in the Ceremony Room takes 1 direct horror. Cancel this effect if an investigator in the Ceremony Room controls the [skull] key.,location,Lodge|Sanctum,fgg,Robert Laskey,https://arkhamdb.com/bundles/cards/05214.jpg,0,mythos
05215,Holding Cells,Forced - After Holding Cells is revealed: Search the encounter deck and discard pile for a [[Cultist]] enemy and spawn it in the Holding Cells. Shuffle the encounter deck.,location,Lodge|Sanctum,fgg,Jose Vega,https://arkhamdb.com/bundles/cards/05215.jpg,0,mythos
05216,Inner Sanctum,Forced - After the Inner Sanctum is revealed: Place 1 random set-aside key on it.,location,Lodge|Sanctum,fgg,Greg Bobrowski,https://arkhamdb.com/bundles/cards/05216.jpg,0,mythos
05217,Nathan Wick,"Retaliate. [action]: Parley. Test [willpower] (3) to persuade Nathan to let you find another option. If you succeed, place 1 resource on Nathan Wick. Then, if there are 1 [per_investigator] resources on him, add him to the victory display. If you fail, Nathan Wick attacks you.",enemy,Humanoid|Cultist|Silver Twilight|Elite,fgg,Dleoblack,https://arkhamdb.com/bundles/cards/05217.jpg,0,mythos
05217b,Nathan Wick,Alert. Forced - After you evade Nathan Wick by 3 or more: You steal the puzzle box. Add Nathan Wick to the victory display.,enemy,Humanoid|Cultist|Silver Twilight|Elite,fgg,Dleoblack,https://arkhamdb.com/bundles/cards/05217b.jpg,0,mythos
05218,Lodge Jailor,"Spawn - Any [[Sanctum]] location. Aloof. Forced - After Lodge Jailor enters play: Place 2 doom and 1 random set-aside key on it. [action]: Parley. Test [intellect] (3). If you succeed, either remove 1 doom from Lodge Jailor, or take control of its key.",enemy,Humanoid|Cultist|Silver Twilight,fgg,Darek Zabrocki,https://arkhamdb.com/bundles/cards/05218.jpg,0,mythos
05219,Cell Keeper,Spawn - Any [[Sanctum]] location. Alert. Forced - After Cell Keeper enters play: Place 2 doom and 1 random set-aside key on it. Forced - When you evade Cell Keeper by 2 or more: Take control of its key.,enemy,Humanoid|Cultist|Silver Twilight,fgg,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/05219.jpg,0,mythos
05220,Summoned Beast,"Retaliate. Hunter. Summoned Beast gets +1 fight, +1 evade, +1 damage, and +1 horror for every 2 doom in play. Forced - At the start of the enemy phase: Summoned Beast defeats each [[Humanoid]] enemy at its location. Move all doom from each of those enemies to Summoned Beast. Objective - If the Summoned Beast is defeated, (→R3) .",enemy,Monster|Silver Twilight|Elite,fgg,Tom Garden,https://arkhamdb.com/bundles/cards/05220.jpg,0,mythos
05221,Knight of the Inner Circle,"Spawn - Any location connected to yours. Prey - Most ([skull]/[cultist]/[tablet]/[elder_thing]) keys controlled. Alert. Aloof. Hunter. Forced - After you enter Knight of the Inner Circle's location (or vice-versa): Test [agility] (4). If you fail, Knight of the Inner Circle engages you.",enemy,Humanoid|Cultist|Silver Twilight,fgg,Bryce Cook,https://arkhamdb.com/bundles/cards/05221.jpg,0,mythos
05222,Knight of the Outer Void,"Spawn - Any location connected to yours. Aloof. Peril. Retaliate. Revelation - After Knight of the Outer Void spawns, place either 1 or 2 doom on it. [action]: Parley. Test [willpower] or [intellect] (4). If you succeed, take control of 1 doom on Knight of the Outer Void, and flip it to its clue side. If you fail, Knight of the Outer Void attacks you.",enemy,Humanoid|Cultist|Silver Twilight,fgg,A.M. Sartor,https://arkhamdb.com/bundles/cards/05222.jpg,0,mythos
05223,Call to Order,"Revelation - Find the 2 topmost [[Cultist]] enemies in the encounter discard pile and spawn them in the empty location with the most remaining clues. If no [[Cultist]] enemies are spawned by this effect, Call to Order gains surge.",treachery,Scheme,fgg,Tom Garden,https://arkhamdb.com/bundles/cards/05223.jpg,0,mythos
